clip, seizure, early 
Dog_1_test_segment_165.mat, -1, 0 
Dog_1_test_segment_166.mat, 1, 1 
Dog_1_test_segment_167.mat, -1, 0 
Dog_1_test_segment_168.mat, -1, 0 
Dog_1_test_segment_169.mat, -1, 0 
Dog_1_test_segment_170.mat, -1, 0 
Dog_1_test_segment_171.mat, -1, 0 
Dog_1_test_segment_172.mat, -1, 0 
Dog_1_test_segment_173.mat, -1, 0 
Dog_1_test_segment_174.mat, -1, 0 
Dog_1_test_segment_175.mat, -1, 0 
Dog_1_test_segment_176.mat, -1, 0 
Dog_1_test_segment_177.mat, -1, 0 
Dog_1_test_segment_178.mat, -1, 0 
Dog_1_test_segment_179.mat, -1, 0 
Dog_1_test_segment_180.mat, -1, 0 
Dog_1_test_segment_181.mat, -1, 0 
Dog_1_test_segment_182.mat, -1, 0 
Dog_1_test_segment_183.mat, -1, 0 
Dog_1_test_segment_184.mat, -1, 0 
Dog_1_test_segment_185.mat, 1, 1 
Dog_1_test_segment_186.mat, -1, 0 
Dog_1_test_segment_187.mat, -1, 0 
Dog_1_test_segment_188.mat, -1, 0 
Dog_1_test_segment_189.mat, -1, 0 
Dog_1_test_segment_190.mat, 1, 0 
Dog_1_test_segment_191.mat, -1, 0 
Dog_1_test_segment_192.mat, -1, 0 
Dog_1_test_segment_193.mat, -1, 0 
Dog_1_test_segment_194.mat, -1, 0 
Dog_1_test_segment_195.mat, -1, 0 
Dog_1_test_segment_196.mat, -1, 0 
Dog_1_test_segment_197.mat, -1, 0 
Dog_1_test_segment_198.mat, -1, 0 
Dog_1_test_segment_199.mat, -1, 0 
Dog_1_test_segment_200.mat, -1, 0 
Dog_1_test_segment_201.mat, -1, 0 
Dog_1_test_segment_202.mat, -1, 0 
Dog_1_test_segment_203.mat, -1, 0 
Dog_1_test_segment_204.mat, -1, 0 
Dog_1_test_segment_205.mat, -1, 0 
Dog_1_test_segment_206.mat, 1, 0 
Dog_1_test_segment_207.mat, -1, 0 
Dog_1_test_segment_208.mat, -1, 0 
Dog_1_test_segment_209.mat, -1, 0 
Dog_1_test_segment_210.mat, -1, 0 
Dog_1_test_segment_211.mat, -1, 0 
Dog_1_test_segment_212.mat, -1, 0 
Dog_1_test_segment_213.mat, -1, 0 
Dog_1_test_segment_214.mat, -1, 0 
Dog_1_test_segment_215.mat, -1, 0 
Dog_1_test_segment_216.mat, -1, 0 
Dog_1_test_segment_217.mat, -1, 0 
Dog_1_test_segment_218.mat, -1, 0 
Dog_1_test_segment_219.mat, -1, 0 
Dog_1_test_segment_220.mat, -1, 0 
Dog_1_test_segment_221.mat, -1, 0 
Dog_1_test_segment_222.mat, -1, 0 
Dog_1_test_segment_223.mat, -1, 0 
Dog_1_test_segment_224.mat, -1, 0 
Dog_1_test_segment_225.mat, 1, 0 
Dog_1_test_segment_226.mat, -1, 0 
Dog_1_test_segment_227.mat, -1, 0 
Dog_1_test_segment_228.mat, -1, 0 
Dog_1_test_segment_229.mat, -1, 0 
Dog_1_test_segment_230.mat, -1, 0 
Dog_1_test_segment_231.mat, -1, 0 
Dog_1_test_segment_232.mat, -1, 0 
Dog_1_test_segment_233.mat, 1, 0 
Dog_1_test_segment_234.mat, -1, 0 
Dog_1_test_segment_235.mat, -1, 0 
Dog_1_test_segment_236.mat, -1, 0 
Dog_1_test_segment_237.mat, -1, 0 
Dog_1_test_segment_238.mat, -1, 0 
Dog_1_test_segment_239.mat, -1, 0 
Dog_1_test_segment_240.mat, -1, 0 
Dog_1_test_segment_241.mat, -1, 0 
Dog_1_test_segment_242.mat, -1, 0 
Dog_1_test_segment_243.mat, -1, 0 
Dog_1_test_segment_244.mat, -1, 0 
Dog_1_test_segment_245.mat, -1, 0 
Dog_1_test_segment_246.mat, -1, 0 
Dog_1_test_segment_247.mat, -1, 0 
Dog_1_test_segment_248.mat, 1, 0 
Dog_1_test_segment_249.mat, -1, 0 
Dog_1_test_segment_250.mat, -1, 0 
Dog_1_test_segment_251.mat, -1, 0 
Dog_1_test_segment_252.mat, -1, 0 
Dog_1_test_segment_253.mat, -1, 0 
Dog_1_test_segment_254.mat, -1, 0 
Dog_1_test_segment_255.mat, 1, 0 
Dog_1_test_segment_256.mat, -1, 0 
Dog_1_test_segment_257.mat, -1, 0 
Dog_1_test_segment_258.mat, -1, 0 
Dog_1_test_segment_259.mat, -1, 0 
Dog_1_test_segment_260.mat, -1, 0 
Dog_1_test_segment_261.mat, -1, 0 
Dog_1_test_segment_262.mat, -1, 0 
Dog_1_test_segment_263.mat, -1, 0 
Dog_1_test_segment_264.mat, -1, 0 
Dog_1_test_segment_265.mat, -1, 0 
Dog_1_test_segment_266.mat, -1, 0 
Dog_1_test_segment_267.mat, -1, 0 
Dog_1_test_segment_268.mat, -1, 0 
Dog_1_test_segment_269.mat, -1, 0 
Dog_1_test_segment_270.mat, -1, 0 
Dog_1_test_segment_271.mat, -1, 0 
Dog_1_test_segment_272.mat, 1, 0 
Dog_1_test_segment_273.mat, -1, 0 
Dog_1_test_segment_274.mat, -1, 0 
Dog_1_test_segment_275.mat, -1, 0 
Dog_1_test_segment_276.mat, -1, 0 
Dog_1_test_segment_277.mat, -1, 0 
Dog_1_test_segment_278.mat, -1, 0 
Dog_1_test_segment_279.mat, -1, 0 
Dog_1_test_segment_280.mat, -1, 0 
Dog_1_test_segment_281.mat, -1, 0 
Dog_1_test_segment_282.mat, 1, 1 
Dog_1_test_segment_283.mat, -1, 0 
Dog_1_test_segment_284.mat, -1, 0 
Dog_1_test_segment_285.mat, -1, 0 
Dog_1_test_segment_286.mat, -1, 0 
Dog_1_test_segment_287.mat, -1, 0 
Dog_1_test_segment_288.mat, -1, 0 
Dog_1_test_segment_289.mat, -1, 0 
Dog_1_test_segment_290.mat, -1, 0 
Dog_1_test_segment_291.mat, -1, 0 
Dog_1_test_segment_292.mat, -1, 0 
Dog_1_test_segment_293.mat, -1, 0 
Dog_1_test_segment_294.mat, -1, 0 
Dog_1_test_segment_295.mat, -1, 0 
Dog_1_test_segment_296.mat, -1, 0 
Dog_1_test_segment_297.mat, -1, 0 
Dog_1_test_segment_298.mat, -1, 0 
Dog_1_test_segment_299.mat, -1, 0 
Dog_1_test_segment_300.mat, -1, 0 
Dog_1_test_segment_301.mat, -1, 0 
Dog_1_test_segment_302.mat, -1, 0 
Dog_1_test_segment_303.mat, -1, 0 
Dog_1_test_segment_304.mat, -1, 0 
Dog_1_test_segment_305.mat, -1, 0 
Dog_1_test_segment_306.mat, -1, 0 
Dog_1_test_segment_307.mat, -1, 0 
Dog_1_test_segment_308.mat, -1, 0 
Dog_1_test_segment_309.mat, -1, 0 
Dog_1_test_segment_310.mat, -1, 0 
Dog_1_test_segment_311.mat, -1, 0 
Dog_1_test_segment_312.mat, -1, 0 
Dog_1_test_segment_313.mat, -1, 0 
Dog_1_test_segment_314.mat, -1, 0 
Dog_1_test_segment_315.mat, -1, 0 
Dog_1_test_segment_316.mat, -1, 0 
Dog_1_test_segment_317.mat, -1, 0 
Dog_1_test_segment_318.mat, -1, 0 
Dog_1_test_segment_319.mat, -1, 0 
Dog_1_test_segment_320.mat, -1, 0 
Dog_1_test_segment_321.mat, -1, 0 
Dog_1_test_segment_322.mat, -1, 0 
Dog_1_test_segment_323.mat, -1, 0 
Dog_1_test_segment_324.mat, -1, 0 
Dog_1_test_segment_325.mat, -1, 0 
Dog_1_test_segment_326.mat, -1, 0 
Dog_1_test_segment_327.mat, -1, 0 
Dog_1_test_segment_328.mat, -1, 0 
Dog_1_test_segment_329.mat, -1, 0 
Dog_1_test_segment_330.mat, -1, 0 
Dog_1_test_segment_331.mat, -1, 0 
Dog_1_test_segment_332.mat, -1, 0 
Dog_1_test_segment_333.mat, -1, 0 
Dog_1_test_segment_334.mat, -1, 0 
Dog_1_test_segment_335.mat, -1, 0 
Dog_1_test_segment_336.mat, -1, 0 
Dog_1_test_segment_337.mat, -1, 0 
Dog_1_test_segment_338.mat, -1, 0 
Dog_1_test_segment_339.mat, -1, 0 
Dog_1_test_segment_340.mat, -1, 0 
Dog_1_test_segment_341.mat, 1, 0 
Dog_1_test_segment_342.mat, -1, 0 
Dog_1_test_segment_343.mat, -1, 0 
Dog_1_test_segment_344.mat, -1, 0 
Dog_1_test_segment_345.mat, -1, 0 
Dog_1_test_segment_346.mat, -1, 0 
Dog_1_test_segment_347.mat, -1, 0 
Dog_1_test_segment_348.mat, -1, 0 
Dog_1_test_segment_349.mat, -1, 0 
Dog_1_test_segment_350.mat, -1, 0 
Dog_1_test_segment_351.mat, -1, 0 
Dog_1_test_segment_352.mat, -1, 0 
Dog_1_test_segment_353.mat, -1, 0 
Dog_1_test_segment_354.mat, -1, 0 
Dog_1_test_segment_355.mat, -1, 0 
Dog_1_test_segment_356.mat, -1, 0 
Dog_1_test_segment_357.mat, -1, 0 
Dog_1_test_segment_358.mat, -1, 0 
Dog_1_test_segment_359.mat, -1, 0 
Dog_1_test_segment_360.mat, -1, 0 
Dog_1_test_segment_361.mat, -1, 0 
Dog_1_test_segment_362.mat, -1, 0 
Dog_1_test_segment_363.mat, -1, 0 
Dog_1_test_segment_364.mat, -1, 0 
Dog_1_test_segment_365.mat, -1, 0 
Dog_1_test_segment_366.mat, -1, 0 
Dog_1_test_segment_367.mat, -1, 0 
Dog_1_test_segment_368.mat, -1, 0 
Dog_1_test_segment_369.mat, 1, 1 
Dog_1_test_segment_370.mat, -1, 0 
Dog_1_test_segment_371.mat, -1, 0 
Dog_1_test_segment_372.mat, -1, 0 
Dog_1_test_segment_373.mat, -1, 0 
Dog_1_test_segment_374.mat, -1, 0 
Dog_1_test_segment_375.mat, -1, 0 
Dog_1_test_segment_376.mat, -1, 0 
Dog_1_test_segment_377.mat, -1, 0 
Dog_1_test_segment_378.mat, -1, 0 
Dog_1_test_segment_379.mat, -1, 0 
Dog_1_test_segment_380.mat, -1, 0 
Dog_1_test_segment_381.mat, -1, 0 
Dog_1_test_segment_382.mat, -1, 0 
Dog_1_test_segment_383.mat, -1, 0 
Dog_1_test_segment_384.mat, -1, 0 
Dog_1_test_segment_385.mat, -1, 0 
Dog_1_test_segment_386.mat, -1, 0 
Dog_1_test_segment_387.mat, -1, 0 
Dog_1_test_segment_388.mat, -1, 0 
Dog_1_test_segment_389.mat, -1, 0 
Dog_1_test_segment_390.mat, 1, 1 
Dog_1_test_segment_391.mat, -1, 0 
Dog_1_test_segment_392.mat, -1, 0 
Dog_1_test_segment_393.mat, -1, 0 
Dog_1_test_segment_394.mat, -1, 0 
Dog_1_test_segment_395.mat, -1, 0 
Dog_1_test_segment_396.mat, -1, 0 
Dog_1_test_segment_397.mat, -1, 0 
Dog_1_test_segment_398.mat, -1, 0 
Dog_1_test_segment_399.mat, -1, 0 
Dog_1_test_segment_400.mat, 1, 0 
Dog_1_test_segment_401.mat, -1, 0 
Dog_1_test_segment_402.mat, -1, 0 
Dog_1_test_segment_403.mat, -1, 0 
Dog_1_test_segment_404.mat, 1, 1 
Dog_1_test_segment_405.mat, -1, 0 
Dog_1_test_segment_406.mat, -1, 0 
Dog_1_test_segment_407.mat, -1, 0 
Dog_1_test_segment_408.mat, -1, 0 
Dog_1_test_segment_409.mat, -1, 0 
Dog_1_test_segment_410.mat, -1, 0 
Dog_1_test_segment_411.mat, -1, 0 
Dog_1_test_segment_412.mat, -1, 0 
Dog_1_test_segment_413.mat, -1, 0 
Dog_1_test_segment_414.mat, -1, 0 
Dog_1_test_segment_415.mat, -1, 0 
Dog_1_test_segment_416.mat, -1, 0 
Dog_1_test_segment_417.mat, -1, 0 
Dog_1_test_segment_418.mat, -1, 0 
Dog_1_test_segment_419.mat, -1, 0 
Dog_1_test_segment_420.mat, -1, 0 
Dog_1_test_segment_421.mat, -1, 0 
Dog_1_test_segment_422.mat, -1, 0 
Dog_1_test_segment_423.mat, -1, 0 
Dog_1_test_segment_424.mat, -1, 0 
Dog_1_test_segment_425.mat, -1, 0 
Dog_1_test_segment_426.mat, -1, 0 
Dog_1_test_segment_427.mat, -1, 0 
Dog_1_test_segment_428.mat, -1, 0 
Dog_1_test_segment_429.mat, -1, 0 
Dog_1_test_segment_430.mat, -1, 0 
Dog_1_test_segment_431.mat, -1, 0 
Dog_1_test_segment_432.mat, -1, 0 
Dog_1_test_segment_433.mat, -1, 0 
Dog_1_test_segment_434.mat, -1, 0 
Dog_1_test_segment_435.mat, -1, 0 
Dog_1_test_segment_436.mat, 1, 0 
Dog_1_test_segment_437.mat, -1, 0 
Dog_1_test_segment_438.mat, -1, 0 
Dog_1_test_segment_439.mat, -1, 0 
Dog_1_test_segment_440.mat, -1, 0 
Dog_1_test_segment_441.mat, -1, 0 
Dog_1_test_segment_442.mat, -1, 0 
Dog_1_test_segment_443.mat, -1, 0 
Dog_1_test_segment_444.mat, -1, 0 
Dog_1_test_segment_445.mat, 1, 0 
Dog_1_test_segment_446.mat, 1, 0 
Dog_1_test_segment_447.mat, -1, 0 
Dog_1_test_segment_448.mat, -1, 0 
Dog_1_test_segment_449.mat, -1, 0 
Dog_1_test_segment_450.mat, -1, 0 
Dog_1_test_segment_451.mat, -1, 0 
Dog_1_test_segment_452.mat, -1, 0 
Dog_1_test_segment_453.mat, -1, 0 
Dog_1_test_segment_454.mat, -1, 0 
Dog_1_test_segment_455.mat, -1, 0 
Dog_1_test_segment_456.mat, 1, 1 
Dog_1_test_segment_457.mat, -1, 0 
Dog_1_test_segment_458.mat, -1, 0 
Dog_1_test_segment_459.mat, -1, 0 
Dog_1_test_segment_460.mat, -1, 0 
Dog_1_test_segment_461.mat, -1, 0 
Dog_1_test_segment_462.mat, -1, 0 
Dog_1_test_segment_463.mat, -1, 0 
Dog_1_test_segment_464.mat, -1, 0 
Dog_1_test_segment_465.mat, -1, 0 
Dog_1_test_segment_466.mat, -1, 0 
Dog_1_test_segment_467.mat, -1, 0 
Dog_1_test_segment_468.mat, -1, 0 
Dog_1_test_segment_469.mat, -1, 0 
Dog_1_test_segment_470.mat, -1, 0 
Dog_1_test_segment_471.mat, -1, 0 
Dog_1_test_segment_472.mat, -1, 0 
Dog_1_test_segment_473.mat, -1, 0 
Dog_1_test_segment_474.mat, -1, 0 
Dog_1_test_segment_475.mat, -1, 0 
Dog_1_test_segment_476.mat, -1, 0 
Dog_1_test_segment_477.mat, -1, 0 
Dog_1_test_segment_478.mat, -1, 0 
Dog_1_test_segment_479.mat, -1, 0 
Dog_1_test_segment_480.mat, -1, 0 
Dog_1_test_segment_481.mat, -1, 0 
Dog_1_test_segment_482.mat, -1, 0 
Dog_1_test_segment_483.mat, -1, 0 
Dog_1_test_segment_484.mat, -1, 0 
Dog_1_test_segment_485.mat, -1, 0 
Dog_1_test_segment_486.mat, -1, 0 
Dog_1_test_segment_487.mat, -1, 0 
Dog_1_test_segment_488.mat, -1, 0 
Dog_1_test_segment_489.mat, -1, 0 
Dog_1_test_segment_490.mat, -1, 0 
Dog_1_test_segment_491.mat, -1, 0 
Dog_1_test_segment_492.mat, -1, 0 
Dog_1_test_segment_493.mat, -1, 0 
Dog_1_test_segment_494.mat, -1, 0 
Dog_1_test_segment_495.mat, -1, 0 
Dog_1_test_segment_496.mat, -1, 0 
Dog_1_test_segment_497.mat, -1, 0 
Dog_1_test_segment_498.mat, -1, 0 
Dog_1_test_segment_499.mat, -1, 0 
Dog_1_test_segment_500.mat, -1, 0 
Dog_1_test_segment_501.mat, -1, 0 
Dog_1_test_segment_502.mat, -1, 0 
Dog_1_test_segment_503.mat, -1, 0 
Dog_1_test_segment_504.mat, -1, 0 
Dog_1_test_segment_505.mat, -1, 0 
Dog_1_test_segment_506.mat, -1, 0 
Dog_1_test_segment_507.mat, -1, 0 
Dog_1_test_segment_508.mat, -1, 0 
Dog_1_test_segment_509.mat, -1, 0 
Dog_1_test_segment_510.mat, -1, 0 
Dog_1_test_segment_511.mat, -1, 0 
Dog_1_test_segment_512.mat, -1, 0 
Dog_1_test_segment_513.mat, -1, 0 
Dog_1_test_segment_514.mat, -1, 0 
Dog_1_test_segment_515.mat, -1, 0 
Dog_1_test_segment_516.mat, -1, 0 
Dog_1_test_segment_517.mat, -1, 0 
Dog_1_test_segment_518.mat, -1, 0 
Dog_1_test_segment_519.mat, -1, 0 
Dog_1_test_segment_520.mat, -1, 0 
Dog_1_test_segment_521.mat, -1, 0 
Dog_1_test_segment_522.mat, -1, 0 
Dog_1_test_segment_523.mat, -1, 0 
Dog_1_test_segment_524.mat, -1, 0 
Dog_1_test_segment_525.mat, -1, 0 
Dog_1_test_segment_526.mat, -1, 0 
Dog_1_test_segment_527.mat, -1, 0 
Dog_1_test_segment_528.mat, -1, 0 
Dog_1_test_segment_529.mat, -1, 0 
Dog_1_test_segment_530.mat, -1, 0 
Dog_1_test_segment_531.mat, -1, 0 
Dog_1_test_segment_532.mat, -1, 0 
Dog_1_test_segment_533.mat, -1, 0 
Dog_1_test_segment_534.mat, -1, 0 
Dog_1_test_segment_535.mat, -1, 0 
Dog_1_test_segment_536.mat, -1, 0 
Dog_1_test_segment_537.mat, -1, 0 
Dog_1_test_segment_538.mat, -1, 0 
Dog_1_test_segment_539.mat, -1, 0 
Dog_1_test_segment_540.mat, -1, 0 
Dog_1_test_segment_541.mat, 1, 1 
Dog_1_test_segment_542.mat, -1, 0 
Dog_1_test_segment_543.mat, -1, 0 
Dog_1_test_segment_544.mat, -1, 0 
Dog_1_test_segment_545.mat, -1, 0 
Dog_1_test_segment_546.mat, -1, 0 
Dog_1_test_segment_547.mat, -1, 0 
Dog_1_test_segment_548.mat, -1, 0 
Dog_1_test_segment_549.mat, 1, 1 
Dog_1_test_segment_550.mat, -1, 0 
Dog_1_test_segment_551.mat, -1, 0 
Dog_1_test_segment_552.mat, -1, 0 
Dog_1_test_segment_553.mat, -1, 0 
Dog_1_test_segment_554.mat, -1, 0 
Dog_1_test_segment_555.mat, -1, 0 
Dog_1_test_segment_556.mat, -1, 0 
Dog_1_test_segment_557.mat, -1, 0 
Dog_1_test_segment_558.mat, -1, 0 
Dog_1_test_segment_559.mat, -1, 0 
Dog_1_test_segment_560.mat, -1, 0 
Dog_1_test_segment_561.mat, -1, 0 
Dog_1_test_segment_562.mat, -1, 0 
Dog_1_test_segment_563.mat, -1, 0 
Dog_1_test_segment_564.mat, -1, 0 
Dog_1_test_segment_565.mat, -1, 0 
Dog_1_test_segment_566.mat, -1, 0 
Dog_1_test_segment_567.mat, -1, 0 
Dog_1_test_segment_568.mat, -1, 0 
Dog_1_test_segment_569.mat, -1, 0 
Dog_1_test_segment_570.mat, -1, 0 
Dog_1_test_segment_571.mat, -1, 0 
Dog_1_test_segment_572.mat, -1, 0 
Dog_1_test_segment_573.mat, -1, 0 
Dog_1_test_segment_574.mat, -1, 0 
Dog_1_test_segment_575.mat, -1, 0 
Dog_1_test_segment_576.mat, -1, 0 
Dog_1_test_segment_577.mat, -1, 0 
Dog_1_test_segment_578.mat, -1, 0 
Dog_1_test_segment_579.mat, -1, 0 
Dog_1_test_segment_580.mat, -1, 0 
Dog_1_test_segment_581.mat, -1, 0 
Dog_1_test_segment_582.mat, -1, 0 
Dog_1_test_segment_583.mat, -1, 0 
Dog_1_test_segment_584.mat, -1, 0 
Dog_1_test_segment_585.mat, -1, 0 
Dog_1_test_segment_586.mat, -1, 0 
Dog_1_test_segment_587.mat, -1, 0 
Dog_1_test_segment_588.mat, -1, 0 
Dog_1_test_segment_589.mat, -1, 0 
Dog_1_test_segment_590.mat, -1, 0 
Dog_1_test_segment_591.mat, -1, 0 
Dog_1_test_segment_592.mat, -1, 0 
Dog_1_test_segment_593.mat, -1, 0 
Dog_1_test_segment_594.mat, -1, 0 
Dog_1_test_segment_595.mat, -1, 0 
Dog_1_test_segment_596.mat, -1, 0 
Dog_1_test_segment_597.mat, -1, 0 
Dog_1_test_segment_598.mat, -1, 0 
Dog_1_test_segment_599.mat, -1, 0 
Dog_1_test_segment_600.mat, -1, 0 
Dog_1_test_segment_601.mat, -1, 0 
Dog_1_test_segment_602.mat, -1, 0 
Dog_1_test_segment_603.mat, -1, 0 
Dog_1_test_segment_604.mat, -1, 0 
Dog_1_test_segment_605.mat, -1, 0 
Dog_1_test_segment_606.mat, -1, 0 
Dog_1_test_segment_607.mat, -1, 0 
